    91	  0.40909E+02	  0.45840E-01	 -0.52902E-01
    92	  0.41364E+02	  0.46259E-01	 -0.52537E-01
    93	  0.41818E+02	  0.46674E-01	 -0.52169E-01
    94	  0.42273E+02	  0.47086E-01	 -0.51797E-01
    95	  0.42727E+02	  0.47496E-01	 -0.51421E-01
    96	  0.43182E+02	  0.47902E-01	 -0.51043E-01
    97	  0.43636E+02	  0.48306E-01	 -0.50661E-01
    98	  0.44091E+02	  0.48706E-01	 -0.50277E-01
    99	  0.44545E+02	  0.49103E-01	 -0.49889E-01
   100	  0.45000E+02	  0.49497E-01	 -0.49497E-01
