     1	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
     3	  0.11250E+01	 -0.19944E-11	  0.55019E-05	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
     5	  0.22500E+01	 -0.34495E-11	 -0.19802E-04	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
     7	  0.33750E+01	 -0.46163E-11	 -0.55994E-04	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
     9	  0.45000E+01	 -0.55352E-11	 -0.99332E-04	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    11	  0.56250E+01	 -0.62341E-11	 -0.14798E-03	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    13	  0.67500E+01	 -0.67393E-11	 -0.20084E-03	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    15	  0.78750E+01	 -0.70766E-11	 -0.25716E-03	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    17	  0.90000E+01	 -0.72710E-11	 -0.31642E-03	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    19	  0.10125E+02	 -0.73462E-11	 -0.37821E-03	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    21	  0.11250E+02	 -0.73237E-11	 -0.44219E-03	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    23	  0.12375E+02	 -0.72233E-11	 -0.50812E-03	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    25	  0.13500E+02	 -0.70623E-11	 -0.57575E-03	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    27	  0.14625E+02	 -0.68558E-11	 -0.64491E-03	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    29	  0.15750E+02	 -0.66165E-11	 -0.71543E-03	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    31	  0.16875E+02	 -0.63555E-11	 -0.78716E-03	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    33	  0.18000E+02	 -0.60816E-11	 -0.85996E-03	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    35	  0.19125E+02	 -0.58021E-11	 -0.93372E-03	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    37	  0.20250E+02	 -0.55229E-11	 -0.10083E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    39	  0.21375E+02	 -0.52485E-11	 -0.10837E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    41	  0.22500E+02	 -0.49824E-11	 -0.11597E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    43	  0.23625E+02	 -0.47272E-11	 -0.12363E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    45	  0.24750E+02	 -0.44848E-11	 -0.13133E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    47	  0.25875E+02	 -0.42564E-11	 -0.13908E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    49	  0.27000E+02	 -0.40430E-11	 -0.14686E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    51	  0.28125E+02	 -0.38450E-11	 -0.15466E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    53	  0.29250E+02	 -0.36626E-11	 -0.16248E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    55	  0.30375E+02	 -0.34960E-11	 -0.17032E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    57	  0.31500E+02	 -0.33450E-11	 -0.17816E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    59	  0.32625E+02	 -0.32096E-11	 -0.18600E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    61	  0.33750E+02	 -0.30896E-11	 -0.19383E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    63	  0.34875E+02	 -0.29847E-11	 -0.20165E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    65	  0.36000E+02	 -0.28948E-11	 -0.20946E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    67	  0.37125E+02	 -0.28194E-11	 -0.21724E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    69	  0.38250E+02	 -0.27582E-11	 -0.22499E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    71	  0.39375E+02	 -0.27105E-11	 -0.23271E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    73	  0.40500E+02	 -0.26754E-11	 -0.24039E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    75	  0.41625E+02	 -0.26518E-11	 -0.24803E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    77	  0.42750E+02	 -0.26380E-11	 -0.25562E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    79	  0.43875E+02	 -0.26318E-11	 -0.26315E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
    81	  0.45000E+02	 -0.26302E-11	 -0.27063E-02	  0.00000E+00	  0.00000E+00	  0.00000E+00	  0.00000E+00
