    0.62500E-01  -0.21792E-02  -0.11524E+00   0.00000E+00   0.00000E+00
    0.18750E+00   0.25542E-04  -0.78874E-01   0.00000E+00   0.00000E+00
    0.31250E+00   0.74513E-03  -0.41445E-01   0.00000E+00   0.00000E+00
    0.43750E+00   0.79817E-03  -0.15066E-01   0.00000E+00   0.00000E+00
    0.56250E+00   0.56299E-03  -0.90361E-03   0.00000E+00   0.00000E+00
    0.68750E+00   0.30502E-03   0.44807E-02   0.00000E+00   0.00000E+00
    0.81250E+00   0.11727E-03   0.50292E-02   0.00000E+00   0.00000E+00
    0.93750E+00   0.13317E-04   0.36668E-02   0.00000E+00   0.00000E+00
    0.10625E+01  -0.28258E-04   0.20386E-02   0.00000E+00   0.00000E+00
    0.11875E+01  -0.34453E-04   0.81980E-03   0.00000E+00   0.00000E+00
    0.13125E+01  -0.25990E-04   0.12652E-03   0.00000E+00   0.00000E+00
    0.14375E+01  -0.14871E-04  -0.16241E-03   0.00000E+00   0.00000E+00
    0.15625E+01  -0.62455E-05  -0.21608E-03   0.00000E+00   0.00000E+00
    0.16875E+01  -0.11933E-05  -0.16837E-03   0.00000E+00   0.00000E+00
    0.18125E+01   0.10044E-05  -0.98952E-04   0.00000E+00   0.00000E+00
    0.19375E+01   0.14924E-05  -0.43244E-04   0.00000E+00   0.00000E+00
    0.20625E+01   0.12132E-05  -0.97569E-05   0.00000E+00   0.00000E+00
    0.21875E+01   0.74423E-06   0.53386E-05   0.00000E+00   0.00000E+00
    0.23125E+01   0.35246E-06   0.91274E-05   0.00000E+00   0.00000E+00
    0.24375E+01   0.11001E-06   0.76686E-05   0.00000E+00   0.00000E+00
    0.25625E+01  -0.34585E-08   0.47723E-05   0.00000E+00   0.00000E+00
    0.26875E+01  -0.35266E-07   0.22568E-05   0.00000E+00   0.00000E+00
    0.28125E+01  -0.27797E-07   0.65879E-06   0.00000E+00   0.00000E+00
    0.29375E+01  -0.84985E-08  -0.11308E-06   0.00000E+00   0.00000E+00
    0.30625E+01   0.90735E-08  -0.34794E-06   0.00000E+00   0.00000E+00
    0.31875E+01   0.20573E-07  -0.31654E-06   0.00000E+00   0.00000E+00
    0.33125E+01   0.26318E-07  -0.19898E-06   0.00000E+00   0.00000E+00
    0.34375E+01   0.28208E-07  -0.86861E-07   0.00000E+00   0.00000E+00
    0.35625E+01   0.28123E-07  -0.11480E-07   0.00000E+00   0.00000E+00
    0.36875E+01   0.27354E-07   0.27284E-07   0.00000E+00   0.00000E+00
    0.38125E+01   0.26576E-07   0.40835E-07   0.00000E+00   0.00000E+00
    0.39375E+01   0.26037E-07   0.41102E-07   0.00000E+00   0.00000E+00
    0.40625E+01   0.25751E-07   0.36506E-07   0.00000E+00   0.00000E+00
    0.41875E+01   0.25645E-07   0.31589E-07   0.00000E+00   0.00000E+00
    0.43125E+01   0.25632E-07   0.28090E-07   0.00000E+00   0.00000E+00
    0.44375E+01   0.25680E-07   0.26200E-07   0.00000E+00   0.00000E+00
    0.45625E+01   0.25679E-07   0.25472E-07   0.00000E+00   0.00000E+00
    0.46875E+01   0.25635E-07   0.25288E-07   0.00000E+00   0.00000E+00
    0.48125E+01   0.26598E-07   0.25837E-07   0.00000E+00   0.00000E+00
    0.49375E+01   0.22461E-07   0.24376E-07   0.00000E+00   0.00000E+00
