    72	   0.10000E+01	   0.44375E+00	   0.10002E+01	   0.44375E+00
    73	   0.10000E+01	   0.45000E+00	   0.10002E+01	   0.45000E+00
    74	   0.10000E+01	   0.45625E+00	   0.10002E+01	   0.45625E+00
    75	   0.10000E+01	   0.46250E+00	   0.10002E+01	   0.46250E+00
    76	   0.10000E+01	   0.46875E+00	   0.10002E+01	   0.46875E+00
    77	   0.10000E+01	   0.47500E+00	   0.10002E+01	   0.47500E+00
    78	   0.10000E+01	   0.48125E+00	   0.10002E+01	   0.48125E+00
    79	   0.10000E+01	   0.48750E+00	   0.10002E+01	   0.48750E+00
    80	   0.10000E+01	   0.49375E+00	   0.10002E+01	   0.49375E+00
    81	   0.10000E+01	   0.50000E+00	   0.10002E+01	   0.50000E+00
