    0.62500E-02  -0.84810E+03   0.00000E+00  -0.10136E+03  -0.59367E+02
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    0.18750E-01  -0.57905E+03   0.00000E+00   0.22264E+02  -0.40533E+02
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    0.31250E-01  -0.35853E+03   0.00000E+00  -0.12237E+01  -0.25097E+02
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    0.43750E-01  -0.18276E+03   0.00000E+00   0.43116E+01  -0.12793E+02
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    0.56250E-01  -0.47152E+02   0.00000E+00   0.36205E+01  -0.33006E+01
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    0.68750E-01   0.53396E+02   0.00000E+00   0.38690E+01   0.37377E+01
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    0.81250E-01   0.12411E+03   0.00000E+00   0.36991E+01   0.86874E+01
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    0.93750E-01   0.17007E+03   0.00000E+00   0.34514E+01   0.11905E+02
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    0.10625E+00   0.19606E+03   0.00000E+00   0.31141E+01   0.13724E+02
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    0.11875E+00   0.20641E+03   0.00000E+00   0.27351E+01   0.14449E+02
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    0.13125E+00   0.20496E+03   0.00000E+00   0.23406E+01   0.14347E+02
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    0.14375E+00   0.19499E+03   0.00000E+00   0.19524E+01   0.13649E+02
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    0.15625E+00   0.17927E+03   0.00000E+00   0.15855E+01   0.12549E+02
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    0.16875E+00   0.16006E+03   0.00000E+00   0.12500E+01   0.11204E+02
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    0.18125E+00   0.13914E+03   0.00000E+00   0.95202E+00   0.97400E+01
   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
    0.19375E+00   0.11790E+03   0.00000E+00   0.69417E+00   0.82529E+01
