    0.62500E-02  -0.10136E+03   0.62942E+00   0.00000E+00
    0.18750E-01   0.22264E+02  -0.33700E+00   0.00000E+00
    0.31250E-01  -0.12237E+01  -0.10439E+00   0.00000E+00
    0.43750E-01   0.43116E+01  -0.11456E+00   0.00000E+00
    0.56250E-01   0.36205E+01  -0.80301E-01   0.00000E+00
    0.68750E-01   0.38690E+01  -0.59246E-01   0.00000E+00
    0.81250E-01   0.36991E+01  -0.39916E-01   0.00000E+00
    0.93750E-01   0.34514E+01  -0.24432E-01   0.00000E+00
    0.10625E+00   0.31141E+01  -0.12065E-01   0.00000E+00
    0.11875E+00   0.27351E+01  -0.25701E-02   0.00000E+00
    0.13125E+00   0.23406E+01   0.44409E-02   0.00000E+00
    0.14375E+00   0.19524E+01   0.93398E-02   0.00000E+00
    0.15625E+00   0.15855E+01   0.12492E-01   0.00000E+00
    0.16875E+00   0.12500E+01   0.14239E-01   0.00000E+00
    0.18125E+00   0.95202E+00   0.14890E-01   0.00000E+00
    0.19375E+00   0.69417E+00   0.14716E-01   0.00000E+00
    0.20625E+00   0.47670E+00   0.13950E-01   0.00000E+00
    0.21875E+00   0.29803E+00   0.12789E-01   0.00000E+00
    0.23125E+00   0.15532E+00   0.11390E-01   0.00000E+00
    0.24375E+00   0.44956E-01   0.98805E-02   0.00000E+00
    0.25625E+00  -0.37106E-01   0.83559E-02   0.00000E+00
    0.26875E+00  -0.95015E-01   0.68868E-02   0.00000E+00
    0.28125E+00  -0.13284E+00   0.55218E-02   0.00000E+00
    0.29375E+00  -0.15439E+00   0.42917E-02   0.00000E+00
    0.30625E+00  -0.16316E+00   0.32129E-02   0.00000E+00
    0.31875E+00  -0.16221E+00   0.22904E-02   0.00000E+00
    0.33125E+00  -0.15422E+00   0.15210E-02   0.00000E+00
    0.34375E+00  -0.14142E+00   0.89548E-03   0.00000E+00
    0.35625E+00  -0.12563E+00   0.40056E-03   0.00000E+00
    0.36875E+00  -0.10834E+00   0.20637E-04   0.00000E+00
    0.38125E+00  -0.90681E-01  -0.26096E-03   0.00000E+00
    0.39375E+00  -0.73517E-01  -0.46100E-03   0.00000E+00
    0.40625E+00  -0.57471E-01  -0.59555E-03   0.00000E+00
    0.41875E+00  -0.42977E-01  -0.67953E-03   0.00000E+00
    0.43125E+00  -0.30317E-01  -0.72630E-03   0.00000E+00
    0.44375E+00  -0.19661E-01  -0.74747E-03   0.00000E+00
    0.45625E+00  -0.11100E-01  -0.75275E-03   0.00000E+00
    0.46875E+00  -0.46745E-02  -0.74993E-03   0.00000E+00
    0.48125E+00  -0.39375E-03  -0.74483E-03   0.00000E+00
    0.49375E+00   0.17446E-02  -0.74131E-03   0.00000E+00
